"treeID","lat","lon","y","x","code8","genus","species","crown","dbh","elev","slope","swale","code2","crown_2008","crown_2016","dbh_2008","dbh_2012","dbh_2016","scientific"
1820,40.6648560510123,-77.9029257473066,147858.1884,587069.0528,"quercusPrinus","Quercus","prinus",2,"32.4","290.99829199999999","S","P","QUPR","CD","CD",29.718,"31.3","32.4","Quercus prinus"
1821,40.66491391353,-77.9029540244448,147864.6178,587066.6729,"quercusPrinus","Quercus","prinus",2,"43.8","288.42200800000001","S","P","QUPR","CD","CD",42.164,"43.6","43.8","Quercus prinus"
1822,40.6649234808422,-77.9029554700998,147865.6804,587066.5525,"quercusPrinus","Quercus","prinus",2,"40.799999999999997","288.20882399999999","S","P","QUPR","CD","CD",39.116,"40.9","40.799999999999997","Quercus prinus"
1823,40.6648941643156,-77.9030336123178,147862.436436,587059.939398,"pinusStrobus","Pinus","strobus",3,"28.7","287.734104","S","P","PIST","I","I",27.432,"27.7","28.7","Pinus strobus"
1824,40.6648708886793,-77.903057996117,147859.8554,587057.8731,"quercusRubra","Quercus","rubra",1,"50","288.04271499999999","S","P","QURU","D","D",46.99,"48.3","50","Quercus rubra"
1825,40.6648748438836,-77.9030217798773,147860.289293,587060.936195,"quercusRubra","Quercus","rubra",1,"46.8","288.53485899999998","S","P","QURU","D","D",43.942,"46.1","46.8","Quercus rubra"
1826,40.6648278970055,-77.9030528637905,147855.0807,587058.2988,"quercusPrinus","Quercus","prinus",2,"25.6","289.90830999999997","S","P","QUPR","CD","CD",24.13,"25.3","25.6","Quercus prinus"
1827,40.6648270664095,-77.9030469428147,147854.9876,587058.7993,"quercusPrinus","Quercus","prinus",2,"31.4","289.90427899999997","S","P","QUPR","CD","CD",29.718,"30.6","31.4","Quercus prinus"
1828,40.6648072684447,-77.9030847172121,147852.7947,587055.6014,"quercusPrinus","Quercus","prinus",2,"30.3","289.69264099999998","S","P","QUPR","CD","CD",28.448,"29.9","30.3","Quercus prinus"
1829,40.6648229302376,-77.9033209911763,147854.5685,587035.6258,"quercusRubra","Quercus","rubra",2,"45","284.656114","S","P","QURU","CD","CD",43.434,"44.216999999999999","45","Quercus rubra"
1830,40.6648198425306,-77.9032233458474,147854.2113,587043.8818,"quercusPrinus","Quercus","prinus",2,"31.4","286.620566","S","P","QUPR","CD","CD",30.988,"31.3","31.4","Quercus prinus"
1831,40.6648118499598,-77.9032194154823,147853.3232,587044.2126,"quercusPrinus","Quercus","prinus",2,"42.2","286.851992","S","P","QUPR","CD","CD",39.878,"40.9","42.2","Quercus prinus"
1832,40.6648196801328,-77.9032201641911,147854.1928,587044.1508,"quercusPrinus","Quercus","prinus",2,"34.9","286.56873100000001","S","P","QUPR","CD","CD",32.766,"34.200000000000003","34.9","Quercus prinus"
1833,40.6648477050512,-77.9032338898424,147857.3068,587042.9956,"quercusPrinus","Quercus","prinus",2,"31.4","285.44950899999998","S","P","QUPR","CD","CD",30.734,"30.9","31.4","Quercus prinus"
1834,40.664852838001,-77.903227885475,147857.8759,587043.5043,"quercusPrinus","Quercus","prinus",NA,"DEAD","285.44617399999998","S","P","QUPR","CD","Dead",24.892,"25.4","DEAD","Quercus prinus"
1835,40.6648688845547,-77.9031551675051,147859.6471,587049.6562,"quercusPrinus","Quercus","prinus",2,"27.3","286.35071599999998","S","P","QUPR","CD","CD",24.384,"27.2","27.3","Quercus prinus"
1836,40.6649058261939,-77.9031426837691,147863.7474,587050.7189,"quercusPrinus","Quercus","prinus",2,"30.1","285.458079","S","P","QUPR","CD","CD",29.972,"29.8","30.1","Quercus prinus"
1837,40.664938936865,-77.9031506875673,147867.4253,587050.0485,"quercusPrinus","Quercus","prinus",2,"32.200000000000003","284.05230899999998","S","P","QUPR","CD","CD",30.48,"30.4","32.200000000000003","Quercus prinus"
1838,40.6649901634834,-77.9030327652036,147873.0964,587060.0295,"quercusPrinus","Quercus","prinus",1,"50.5","284.50169099999999","S","P","QUPR","D","D",49.53,"52.1","50.5","Quercus prinus"
1839,40.6649829222622,-77.902937783066,147872.278396,587068.059491,"caryaGlabra","Carya","glabra",1,"27.1","286.31869599999999","S","P","CAGL","D","D",25.146,"27.1","27.1","Carya glabra"
1840,40.6650225206072,-77.902949823573,147876.6773,587067.049,"quercusPrinus","Quercus","prinus",2,"31","284.91216600000001","S","P","QUPR","CD","CD",30.48,"30.9","31","Quercus prinus"
1841,40.6650254439401,-77.9029538027028,147877.0025,587066.7131,"quercusPrinus","Quercus","prinus",2,"33.1","284.91178500000001","S","P","QUPR","CD","CD",32.512,"33.5","33.1","Quercus prinus"
1842,40.665068226866,-77.9028419975593,147881.7369,587076.1752,"quercusPrinus","Quercus","prinus",1,"39.4","285.76476200000002","S","P","QUPR","D","D",37.846,"38.5","39.4","Quercus prinus"
1843,40.6650945114314,-77.9028233452056,147884.652902,587077.757432,"caryaGlabra","Carya","glabra",2,"21.6","285.18278099999998","S","P","CAGL","CD","CD",20.32,"23.3","21.6","Carya glabra"
1844,40.6650988547233,-77.9027773549166,147885.128468,587081.647051,"acerSaccharu","Acer","saccharum",2,"23.5","285.69020899999998","S","P","ACSA","CD","CD",22.352,"23.2","23.5","Acer saccharum"
1845,40.665148092507,-77.9027142416115,147890.586776,587086.993155,"acerSaccharu","Acer","saccharum",3,"30.3","284.610141","S","P","ACSA","I","I",28.448,"28.8","30.3","Acer saccharum"
1846,40.6651498600697,-77.9026837885627,147890.7786,587089.5685,"quercusRubra","Quercus","rubra",2,"42.2","285.78309899999999","S","P","QURU","CD","CD",40.64,"42.7","42.2","Quercus rubra"
1847,40.6651454246309,-77.90268055225,147890.2856,587089.8413,"quercusRubra","Quercus","rubra",2,"57.5","285.79265500000002","S","P","QURU","CD","CD",55.118,"58.8","57.5","Quercus rubra"
1848,40.665155387493,-77.9026681595135,147891.3901,587090.8911,"quercusPrinus","Quercus","prinus",2,"43.1","285.68691999999999","S","P","QUPR","CD","CD",41.148,"42.3","43.1","Quercus prinus"
1849,40.6651317328543,-77.9026346016258,147888.7585,587093.7241,"quercusPrinus","Quercus","prinus",3,"26.9","286.91362700000002","S","P","QUPR","CD","I",26.416,"26.9","26.9","Quercus prinus"
1850,40.6651810114788,-77.9026074098525,147894.2266,587096.0328,"quercusPrinus","Quercus","prinus",2,"37.200000000000003","285.71972199999999","S","P","QUPR","CD","CD",35.814,"37.200000000000003","37.200000000000003","Quercus prinus"
1851,40.6651989107785,-77.9026695889288,147896.223289267,587090.778588639,"quercusRubra","Quercus","rubra",2,"46.8","N/A","S","P","QURU","D","CD",44.45,"46.5","46.8","Quercus rubra"
1852,40.6651877112426,-77.9024371413433,147894.9457,587110.4314,"quercusPrinus","Quercus","prinus",2,"35.799999999999997","288.53677199999998","S","P","QUPR","CD","CD",34.798,"37.1","35.799999999999997","Quercus prinus"
1853,40.6651619119535,-77.9024155221449,147892.0777,587112.2545,"quercusPrinus","Quercus","prinus",2,"28.3","290.12125600000002","S","P","QUPR","CD","CD",27.686,"28.8","28.3","Quercus prinus"
1854,40.6652225246649,-77.9023918730589,147898.8049,587114.2658,"quercusRubra","Quercus","rubra",1,"58.5","288.267134","S","P","QURU","D","D",53.594,"57.2","58.5","Quercus rubra"
1855,40.6651380604738,-77.9023699683806,147889.4225,587116.1018,"caryaGlabra","Carya","glabra",1,"29.6","291.94724200000002","S","P","CAGL","D","D",28.194,"29.9","29.6","Carya glabra"
1856,40.665255923601,-77.9023415835732,147902.5063,587118.5245,"quercusRubra","Quercus","rubra",2,"45.8","287.84976999999998","S","P","QURU","CD","CD",44.196,"45.8","45.8","Quercus rubra"
1857,40.6652716378672,-77.9023445450296,147904.2517,587118.2771,"quercusAlba","Quercus","alba",2,"39.299999999999997","287.45165600000001","S","P","QUAL","CD","CD",37.338,"39.200000000000003","39.299999999999997","Quercus alba"
1858,40.6653003298958,-77.9022871879947,147907.4294,587123.1325,"quercusAlba","Quercus","alba",2,"32.6","287.70643999999999","S","P","QUAL","CD","CD",32.004,"33","32.6","Quercus alba"
1859,40.6653455702631,-77.9022271577535,147912.4443,587128.2171,"caryaGlabra","Carya","glabra",1,"42.1","288.029447","S","P","CAGL","D","D",40.386,"44.5","42.1","Carya glabra"
1860,40.6653586186748,-77.9022556819104,147913.8974,587125.8077,"quercusRubra","Quercus","rubra",2,"42.4","287.04360100000002","S","P","QURU","CD","CD",40.64,"42.1","42.4","Quercus rubra"
1861,40.6654393971627,-77.902212447062,147922.861029,587129.47894,"caryaGlabra","Carya","glabra",1,"33.200000000000003","288.84262699999999","S","P","CAGL","D","D",31.242,"32.9","33.200000000000003","Carya glabra"
1862,40.6654882970353,-77.9022423254214,147928.2954,587126.9619,"quercusRubra","Quercus","rubra",2,"47.9","290.01427899999999","N","P","QURU","CD","CD",44.704,"48.1","47.9","Quercus rubra"
1863,40.6655034934658,-77.9022096277234,147929.9781,587129.7296,"quercusPrinus","Quercus","prinus",2,"42.2","291.56440199999997","N","P","QUPR","CD","CD",40.132,"42.2","42.2","Quercus prinus"
1864,40.665542906751,-77.9022095063638,147934.354674,587129.747405,"caryaGlabra","Carya","glabra",1,"30.8","293.42423500000001","N","P","CAGL","D","D",29.464,"31.9","30.8","Carya glabra"
1865,40.6655594758861,-77.9022906799532,147936.206403,587122.886857,"caryaGlabra","Carya","glabra",2,"22.5","291.98443200000003","N","P","CAGL","CD","CD",21.336,"22.4","22.5","Carya glabra"
1866,40.6655411505352,-77.9023240425053,147934.176356,587120.062341,"quercusAlba","Quercus","alba",2,"36","291.01574399999998","N","P","QUAL","CD","CD",34.544,"37.1","36","Quercus alba"
1867,40.6655023921242,-77.9022917937211,147929.867781,587122.78175,"caryaGlabra","Carya","glabra",1,"31.1","289.64890100000002","N","P","CAGL","D","D",28.702,"31.1","31.1","Carya glabra"
1868,40.6654433394503,-77.9021246308565,147923.286,587136.9051,"quercusRubra","Quercus","rubra",2,"25.5","291.48784899999998","S","P","QURU","CD","CD",22.606,"24.1","25.5","Quercus rubra"
1869,40.6654393057578,-77.9020979601785,147922.8342,587139.1595,"quercusRubra","Quercus","rubra",2,"24.4","292.296109","S","P","QURU","CD","CD",21.59,"22.8","24.4","Quercus rubra"
1870,40.6653814214466,-77.9020759583332,147916.403316,587141.008824,"pinusVirginia","Pinus","virginiana",2,"27","292.563648","S","P","PIVI","CD","CD",26.67,"27","27","Pinus virginiana"
1871,40.6653546637252,-77.902051621978,147913.4285,587143.0615,"quercusRubra","Quercus","rubra",1,"32.299999999999997","293.41492899999997","S","P","QURU","D","D",28.956,"32.200000000000003","32.299999999999997","Quercus rubra"
1872,40.6653833443019,-77.9019987619155,147916.605599,587147.536634,"pinusVirginia","Pinus","virginiana",1,"44.4","295.16219799999999","S","P","PIVI","D","D",42.164,"44","44.4","Pinus virginiana"
1873,40.6653425512881,-77.9019434150929,147912.067744,587152.208762,"pinusVirginia","Pinus","virginiana",2,"33.700000000000003","296.60780899999997","S","P","PIVI","CD","CD",33.274,"34","33.700000000000003","Pinus virginiana"
1874,40.6653429190287,-77.90189680986,147912.1018,587156.1496,"caryaTormento","Carya","tormentosa",1,"32.5","297.73904599999997","S","P","CATO","D","D",30.734,"32","32.5","Carya tormentosa"
1875,40.6653921113664,-77.9018996126749,147917.5647,587155.922,"quercusPrinus","Quercus","prinus",2,"24.1","297.82380599999999","S","P","QUPR","CD","CD",23.622,"24.2","24.1","Quercus prinus"
1876,40.6654175370085,-77.9019617979867,147920.3971,587150.6687,"quercusPrinus","Quercus","prinus",2,"25.5","296.60500200000001","S","P","QUPR","CD","CD",23.622,"25.9","25.5","Quercus prinus"
1877,40.6654167488827,-77.9019522877417,147920.3082,587151.4727,"quercusPrinus","Quercus","prinus",2,"33.4","296.80883999999998","S","P","QUPR","CD","CD",32.258,"32.799999999999997","33.4","Quercus prinus"
1878,40.6654734572683,-77.90202305768,147926.6156,587145.4995,"quercusRubra","Quercus","rubra",1,"45","295.63636200000002","S","P","QURU","D","D",41.402,"44.3","45","Quercus rubra"
1879,40.6648343933184,-77.9024545684375,147855.714567,587108.890095,"caryaGlabra","Carya","glabra",1,"22.6","297.37175100000002","S","P","CAGL","D","D",21.844,"23.4","22.6","Carya glabra"
1880,40.6648858249864,-77.9024083968278,147861.418983,587112.804083,"caryaOvata","Carya","ovata",1,"23.5","297.08532600000001","S","P","CAOV","D","D",21.844,"22.6","23.5","Carya ovata"
1881,40.6649407500991,-77.9023409491551,147867.508222,587118.517771,"caryaGlabra","Carya","glabra",1,"35.700000000000003","296.26100700000001","S","P","CAGL","D","D",34.036,"35.4","35.700000000000003","Carya glabra"
1882,40.6649967858405,-77.9023622440429,147873.733736,587116.727878,"caryaGlabra","Carya","glabra",1,"30.6","295.251194","S","P","CAGL","D","D",29.972,"30.1","30.6","Carya glabra"
1883,40.6650135483296,-77.9024129447783,147875.6025,587112.444,"quercusPrinus","Quercus","prinus",2,"41.2","294.44192600000002","S","P","QUPR","CD","CD",39.624,"40.6","41.2","Quercus prinus"
1884,40.6650648849039,-77.9023345358322,147881.291656,587119.083839,"caryaGlabra","Carya","glabra",1,"27.7","294.20164199999999","S","P","CAGL","D","D",25.4,"26.8","27.7","Carya glabra"
1885,40.6651146564269,-77.9023245069264,147886.817,587119.941383,"pinusStrobus","Pinus","strobus",2,"33.9","293.26763199999999","S","P","PIST","CD","CD",30.48,"32.299999999999997","33.9","Pinus strobus"
1886,40.6650517991293,-77.902247535235,147879.825879,587126.437816,"caryaGlabra","Carya","glabra",1,"32.6","295.12406800000002","S","P","CAGL","D","D",30.48,"31.2","32.6","Carya glabra"
1887,40.6650060935731,-77.902292997789,147874.7572,587122.5849,"quercusPrinus","Quercus","prinus",1,"25.6","295.66204299999998","S","P","QUPR","D","D",24.892,"25.2","25.6","Quercus prinus"
1888,40.6649915932607,-77.9021582032394,147873.127387,587133.979916,"pinusVirginia","Pinus","virginiana",2,"35.4","296.46547299999997","S","P","PIVI","CD","CD",34.798,"34.9","35.4","Pinus virginiana"
1889,40.6650435312742,-77.9021709526597,147878.896626,587132.911804,"caryaGlabra","Carya","glabra",2,"36.4","295.70083899999997","S","P","CAGL","CD","CD",34.544,"35.6","36.4","Carya glabra"
1890,40.6650759689707,-77.9020416261605,147882.479788,587143.853429,"caryaTormento","Carya","tormentosa",2,"25.9","296.04928699999999","S","P","CATO","CD","CD",23.876,"25.3","25.9","Carya tormentosa"
1891,40.6650837486324,-77.9019939651886,147883.336732,587147.884969,"pinusVirginia","Pinus","virginiana",2,"33.1","296.39306499999998","S","P","PIVI","CD","CD",32.004,"32.799999999999997","33.1","Pinus virginiana"
1892,40.6651682257829,-77.9020759179021,147892.729305,587140.971475,"pinusVirginia","Pinus","virginiana",NA,"DEAD","295.03233299999999","S","P","PIVI","D","Dead",30.48,"29.4","DEAD","Pinus virginiana"
1893,40.6651412562359,-77.9021225377794,147889.7413,587137.0243,"quercusAlba","Quercus","alba",2,"31.6","294.91127799999998","S","P","QUAL","D","CD",28.448,"30.1","31.6","Quercus alba"
1894,40.6650997382223,-77.9021397541492,147885.1335,587135.5606,"quercusPrinus","Quercus","prinus",1,"29","295.19712500000003","S","P","QUPR","D","D",26.67,"28.5","29","Quercus prinus"
1895,40.6650819776166,-77.9022035882943,147883.1706,587130.1596,"quercusPrinus","Quercus","prinus",2,"31","294.95957299999998","S","P","QUPR","CD","CD",29.21,"30.2","31","Quercus prinus"
1896,40.6651551628745,-77.9022732127629,147891.3075,587124.2864,"quercusPrinus","Quercus","prinus",1,"26","292.79481900000002","S","P","QUPR","D","D",23.876,"24.4","26","Quercus prinus"
1897,40.6652051731286,-77.902177047197,147896.8468,587132.4274,"quercusRubra","Quercus","rubra",2,"35.799999999999997","292.97801199999998","S","P","QURU","CD","CD",33.528,"35","35.799999999999997","Quercus rubra"
1898,40.6652532706737,-77.9022191912261,147902.193864,587128.873054,"caryaGlabra","Carya","glabra",1,"40.6","290.813694","S","P","CAGL","D","D",38.354,"41.3","40.6","Carya glabra"
1899,40.6652523441839,-77.9024524079328,147902.125,587109.1529,"quercusPrinus","Quercus","prinus",1,"51.1","285.66984200000002","S","P","QUPR","CD","D",49.53,"51.6","51.1","Quercus prinus"
1900,40.6652328956475,-77.9025923353836,147899.9858,587097.3174,"quercusPrinus","Quercus","prinus",NA,"DEAD","284.11512099999999","S","P","QUPR","CD","Dead",33.274,"33.700000000000003","DEAD","Quercus prinus"
1901,40.6652556955253,-77.9021134635926,147902.447724,587137.813471,"pinusVirginia","Pinus","virginiana",2,"32.200000000000003","293.31132100000002","S","P","PIVI","CD","CD",30.988,"31.7","32.200000000000003","Pinus virginiana"
1902,40.6652769454703,-77.9020771143174,147904.8021,587140.8911,"quercusRubra","Quercus","rubra",2,"28","293.753962","S","P","QURU","CD","CD",25.4,"27.1","28","Quercus rubra"
1903,40.6652522578616,-77.902049771272,147902.056719,587143.19841,"pinusVirginia","Pinus","virginiana",2,"27.5","294.64845700000001","S","P","PIVI","CD","CD",26.162,"26.4","27.5","Pinus virginiana"
1904,40.6652295626262,-77.9020444868268,147899.53579,587143.640905,"pinusVirginia","Pinus","virginiana",3,"DEAD","294.95095400000002","S","P","PIVI","CD","I",27.686,"27.7","DEAD","Pinus virginiana"
1905,40.6652103680109,-77.9019972982068,147897.397483,587147.62734,"caryaGlabra","Carya","glabra",2,"29.8","295.776051","S","P","CAGL","CD","CD",28.194,"29.8","29.8","Carya glabra"
1906,40.6651895637374,-77.901978356675,147895.084546,587149.224994,"pinusVirginia","Pinus","virginiana",2,"23.5","296.117548","S","P","PIVI","CD","CD",23.368,"23.9","23.5","Pinus virginiana"
1907,40.665191694144,-77.9018888979046,147895.3081,587156.789724,"caryaGlabra","Carya","glabra",2,"23.4","297.23339299999998","S","P","CAGL","CD","CD",22.098,"22.9","23.4","Carya glabra"
1908,40.6652262772068,-77.9018510930909,147899.142829,587159.992971,"caryaTormento","Carya","tormentosa",2,"22.8","297.80054200000001","S","P","CATO","CD","CD",20.32,"21.6","22.8","Carya tormentosa"
1909,40.6652277651412,-77.9018971570596,147899.314753,587156.098248,"caryaGlabra","Carya","glabra",1,"27.8","297.21756199999999","S","P","CAGL","D","D",25.908,"27.2","27.8","Carya glabra"
1910,40.6652626390312,-77.9019631991376,147903.196881,587150.520626,"pinusVirginia","Pinus","virginiana",1,"42.5","296.140692","S","P","PIVI","D","D",41.91,"42.1","42.5","Pinus virginiana"
1911,40.6652707192655,-77.9017919025192,147904.069229,587165.0064,"caryaGlabra","Carya","glabra",1,"28.6","298.89684399999999","S","P","CAGL","D","D",26.416,"28.3","28.6","Carya glabra"
1912,40.6653023750406,-77.9017230959488,147907.574401,587170.830477,"caryaGlabra","Carya","glabra",2,"28.2","299.82141799999999","S","P","CAGL","D","CD",25.908,"27.5","28.2","Carya glabra"
1913,40.6653571707762,-77.901716338983,147913.658133,587171.412275,"caryaGlabra","Carya","glabra",2,"25.5","300.74985600000002","S","P","CAGL","CD","CD",24.892,"26.3","25.5","Carya glabra"
1914,40.6654076105433,-77.9017291879956,147919.261011,587170.335433,"caryaGlabra","Carya","glabra",1,"26","301.33155699999998","S","P","CAGL","D","D",23.876,"25.2","26","Carya glabra"
1915,40.6653450723535,-77.9017948777948,147912.326093,587164.769013,"quercusPrinus","Quercus","prinus",1,"27.4","299.50641999999999","S","P","QUPR","D","D",25.146,"26","27.4","Quercus prinus"
1916,40.6654203524796,-77.9016621015917,147920.666177,587176.010438,"caryaGlabra","Carya","glabra",1,"27.3","302.373784","S","P","CAGL","D","D",26.416,"27.2","27.3","Carya glabra"
1917,40.6654800699369,-77.9016445313673,147927.294865,587177.507497,"quercusPrinus","Quercus","prinus",2,"24.9","303.70210700000001","S","P","QUPR","CD","CD",22.86,"23.9","24.9","Quercus prinus"
1918,40.6655065477751,-77.9016293955847,147930.232861,587178.792369,"quercusPrinus","Quercus","prinus",2,"24.6","304.45114999999998","S","P","QUPR","CD","CD",23.114,"25.6","24.6","Quercus prinus"
1919,40.6655039388798,-77.9016090131792,147929.940201,587180.515329,"caryaGlabra","Carya","glabra",1,"24","304.72718800000001","S","P","CAGL","D","D",23.368,"23.9","24","Carya glabra"
1920,40.6655781807951,-77.9015649936289,147938.177899,587184.251601,"caryaGlabra","Carya","glabra",1,"27.8","306.72470900000002","S","P","CAGL","D","D",25.908,"27.8","27.8","Carya glabra"
1921,40.6656088203161,-77.9015382153439,147941.576335,587186.521705,"caryaGlabra","Carya","glabra",1,"30.9","307.75565499999999","S","P","CAGL","D","D",28.448,"30","30.9","Carya glabra"
1922,40.6657579043162,-77.901645014295,147958.146656,587177.51964,"quercusPrinus","Quercus","prinus",2,"25.8","309.378714","N","P","QUPR","CD","CD",24.13,"25","25.8","Quercus prinus"
1923,40.6657754482504,-77.9017339083692,147960.107708007,587170.006476365,"quercusRubra","Quercus","rubra",1,"42.2","N/A","N","P","QURU","D","D",40.132,"42.6","42.2","Quercus rubra"
1924,40.6657532261426,-77.9017263037782,147957.638981,587170.645249,"quercusPrinus","Quercus","prinus",2,"27.5","308.297955","N","P","QUPR","CD","CD",26.162,"28.1","27.5","Quercus prinus"
1925,40.6656915644117,-77.9017475572101,147950.79493,587168.836382,"caryaGlabra","Carya","glabra",1,"32","307.11012399999998","N","P","CAGL","D","D",30.226,"31.9","32","Carya glabra"
1926,40.6657717779455,-77.901761781137,147959.704194,587167.648972,"pinusVirginia","Pinus","virginiana",2,"29.3","307.785282","S","P","PIVI","CD","CD",27.94,"28.5","29.3","Pinus virginiana"
1927,40.6657674209795,-77.9018023933062,147959.226283,587164.214146,"pinusVirginia","Pinus","virginiana",2,"32.1","307.28742699999998","S","P","PIVI","CD","CD",30.988,"31.4","32.1","Pinus virginiana"
1928,40.6657938602058,-77.9018317400047,147962.166455,587161.73776,"pinusVirginia","Pinus","virginiana",2,"34.299999999999997","307.11134700000002","S","P","PIVI","CD","CD",34.29,"34.299999999999997","34.299999999999997","Pinus virginiana"
1929,40.6657597685747,-77.9018602943919,147958.38495,587159.316812,"quercusPrinus","Quercus","prinus",1,"29.3","306.33468800000003","S","P","QUPR","D","D",27.178,"28.2","29.3","Quercus prinus"
1930,40.6657340677873,-77.901833739745,147955.527182,587161.557255,"quercusPrinus","Quercus","prinus",2,"22","306.749143","N","P","QUPR","CD","CD",20.574,"21.1","22","Quercus prinus"
1931,40.6657015594409,-77.90181705021,147951.914913,587162.962247,"quercusPrinus","Quercus","prinus",2,"23.7","306.538093","N","P","QUPR","CD","CD",21.336,"22.5","23.7","Quercus prinus"
1932,40.6656796970944,-77.9018691184499,147949.49481,587158.555396,"pinusVirginia","Pinus","virginiana",1,"34.299999999999997","304.90608099999997","N","P","PIVI","D","D",32.512,"33.299999999999997","34.299999999999997","Pinus virginiana"
1933,40.6656286254002,-77.9018820411466,147943.825506,587157.452952,"caryaGlabra","Carya","glabra",1,"27","303.451752","N","P","CAGL","D","D",24.638,"25.9","27","Carya glabra"
1934,40.6655874086478,-77.9016567609541,147939.215914,587176.493879,"caryaGlabra","Carya","glabra",2,"23.2","305.95260999999999","S","P","CAGL","D","CD",21.844,"23","23.2","Carya glabra"
1935,40.665653135183,-77.9016272555275,147946.510139,587179.001272,"caryaGlabra","Carya","glabra",1,"22.5","307.84646800000002","S","P","CAGL","D","D",21.59,"22.4","22.5","Carya glabra"
1936,40.6656611395235,-77.9017423139077,147947.41568,587169.273929,"quercusPrinus","Quercus","prinus",2,"22.9","306.35859799999997","N","P","QUPR","CD","CD",22.098,"22.9","22.9","Quercus prinus"
1937,40.6655737600826,-77.9017400418736,147937.712425,587169.449371,"caryaGlabra","Carya","glabra",1,"25.9","304.34993600000001","S","P","CAGL","D","D",24.892,"25.8","25.9","Carya glabra"
1938,40.6655928582954,-77.9017922349619,147939.840743,587165.039775,"quercusPrinus","Quercus","prinus",2,"21.2","304.10166299999997","S","P","QUPR","CD","CD",21.844,"22.8","21.2","Quercus prinus"
1939,40.665554545099,-77.9017998789233,147935.58742,587164.386119,"caryaGlabra","Carya","glabra",1,"28.2","303.11332499999997","S","P","CAGL","D","D",27.178,"28.1","28.2","Carya glabra"
1940,40.6654433579329,-77.9018060453794,147923.241697,587163.843484,"caryaGlabra","Carya","glabra",2,"26.7","300.72726799999998","S","P","CAGL","CD","CD",24.638,"25.8","26.7","Carya glabra"
1941,40.665463474644,-77.9017850996251,147925.472484,587165.618417,"caryaGlabra","Carya","glabra",2,"22.4","301.45374600000002","S","P","CAGL","CD","CD",21.082,"21.9","22.4","Carya glabra"
1942,40.6655004036005,-77.9018625721925,147929.584469,587159.074684,"quercusPrinus","Quercus","prinus",2,"25.1","300.72108900000001","S","P","QUPR","CD","CD",23.114,"24.9","25.1","Quercus prinus"
1943,40.6655522223727,-77.9019220960777,147935.347267,587154.051473,"quercusPrinus","Quercus","prinus",1,"33.200000000000003","300.63725399999998","S","P","QUPR","D","D",30.48,"32.4","33.200000000000003","Quercus prinus"
1944,40.6655176014906,-77.9019008257586,147931.499747,587155.843395,"caryaGlabra","Carya","glabra",2,"21.5","300.21609899999999","S","P","CAGL","CD","CD",20.32,"21","21.5","Carya glabra"
1945,40.6654797314463,-77.9018979233303,147927.294100153,587156.08157996,"quercusRubra","Quercus","rubra",1,"28.8","N/A","S","P","QURU","D","D",27.178,"29.3","28.8","Quercus rubra"
1946,40.6655407600125,-77.9020332071243,147934.090614,587144.654168,"pinusVirginia","Pinus","virginiana",1,"37","297.15406200000001","S","P","PIVI","D","D",35.56,"37.1","37","Pinus virginiana"
1947,40.6655380535834,-77.9021150539855,147933.802,587137.733,"quercusAlba","Quercus","alba",1,"43.2","295.03092400000003","N","P","QUAL","D","D",40.64,"42.2","43.2","Quercus alba"
1948,40.6655204547901,-77.9021426781842,147931.851791,587135.393839,"pinusVirginia","Pinus","virginiana",1,"28.5","293.84016000000003","N","P","PIVI","D","D",27.94,"29.2","28.5","Pinus virginiana"
1949,40.6656045834494,-77.9021907006662,147941.200734,587131.349344,"quercusPrinus","Quercus","prinus",1,"36.799999999999997","295.96802600000001","N","P","QUPR","D","D",34.798,"36.4","36.799999999999997","Quercus prinus"
1950,40.6656178631846,-77.9020324499891,147942.652315,587144.732928,"quercusPrinus","Quercus","prinus",1,"32.4","299.75518599999998","N","P","QUPR","D","D",30.988,"32.200000000000003","32.4","Quercus prinus"
1951,40.66562391792,-77.9019759610763,147943.316433,587149.510561,"quercusPrinus","Quercus","prinus",2,"23.5","301.38256699999999","N","P","QUPR","CD","CD",21.082,"22.8","23.5","Quercus prinus"
1952,40.6656375620791,-77.9019943355853,147944.834203,587147.959494,"quercusPrinus","Quercus","prinus",2,"26.4","301.19932699999998","N","P","QUPR","CD","CD",25.4,"26.2","26.4","Quercus prinus"
1953,40.6656743395791,-77.9020049869022,147948.919658,587147.065891,"quercusPrinus","Quercus","prinus",2,"27.7","302.162825","N","P","QUPR","CD","CD",26.67,"27.3","27.7","Quercus prinus"
1954,40.6657209963725,-77.9019409854089,147954.091282,587152.48651,"quercusPrinus","Quercus","prinus",2,"30.8","305.00481200000002","N","P","QUPR","CD","CD",27.94,"29.3","30.8","Quercus prinus"
1955,40.6657716658808,-77.9019212277634,147959.714931,587154.166814,"quercusPrinus","Quercus","prinus",2,"23.8","306.01255800000001","N","P","QUPR","CD","CD",21.844,"22.8","23.8","Quercus prinus"
1956,40.6657973331456,-77.9019512413781,147962.569482,587151.633893,"quercusPrinus","Quercus","prinus",2,"30.3","305.80339800000002","N","P","QUPR","CD","CD",27.94,"29.6","30.3","Quercus prinus"
1957,40.6658037583894,-77.9020432406452,147963.296353,587143.856053,"quercusPrinus","Quercus","prinus",2,"36.299999999999997","304.86748599999999","N","P","QUPR","CD","CD",34.544,"36.299999999999997","36.299999999999997","Quercus prinus"
