"","treeID","gridID","x","y","dbh","code2","cd2_gss","l/d","nt_2021","notes","scintfc","genus","species","code8","geometry"
"1035",1102,401,583863.289,148457.9628,13.462,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(583863.289, 148457.9628)
"1036",1103,401,583861.426,148459.29,37.592,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583861.426, 148459.29)
"1037",1104,401,583857.9674,148457.8544,29.21,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583857.9674, 148457.8544)
"1038",1105,401,583857.6944,148462.0596,34.544,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583857.6944, 148462.0596)
"1039",1106,401,583859.6,148467.4133,11.43,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583859.6, 148467.4133)
"1040",1107,401,583858.1939,148470.8854,13.462,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583858.1939, 148470.8854)
"1041",1108,401,583853.8677,148475.3209,36.322,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583853.8677, 148475.3209)
"1042",1109,401,583866.1125,148468.2765,15.24,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583866.1125, 148468.2765)
"1043",1110,401,583859.9816,148477.9079,47.498,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583859.9816, 148477.9079)
"1044",1111,401,583863.0671,148474.0866,13.208,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583863.0671, 148474.0866)
"1045",1112,401,583863.7406,148480.5885,13.716,"BELE",NA,"L",NA,"BORDERLINE","Betula lenta","Betula","lenta","betulaLenta",c(583863.7406, 148480.5885)
"1046",1113,401,583867.7797,148469.3383,15.24,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583867.7797, 148469.3383)
"1047",1114,402,583892.9241,148479.4108,51.054,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583892.9241, 148479.4108)
"1048",1115,402,583894.1648,148484.7245,16.256,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583894.1648, 148484.7245)
"1049",1116,402,583895.5276,148484.6106,55.372,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583895.5276, 148484.6106)
"1050",1117,402,583897.0256,148479.697,31.75,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583897.0256, 148479.697)
"1051",1118,402,583901.9805,148486.4388,20.32,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583901.9805, 148486.4388)
"1052",1119,402,583898.5504,148480.6012,11.43,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583898.5504, 148480.6012)
"1053",1120,402,583901.1406,148482.4193,10.922,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583901.1406, 148482.4193)
"1054",1121,402,583900.7048,148477.273,18.542,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583900.7048, 148477.273)
"1055",1122,402,583898.5749,148474.9376,15.24,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583898.5749, 148474.9376)
"1056",1123,402,583903.248,148472.8302,19.812,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583903.248, 148472.8302)
"1057",1124,402,583899.0651,148471.9501,34.798,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583899.0651, 148471.9501)
"1058",1125,402,583904.1826,148471.3332,12.954,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583904.1826, 148471.3332)
"1059",1126,402,583893.9873,148471.1979,81.28,"QUAL",NA,"L",NA,"FORKS ABOVE 4.5 FT, DBH TAKEN BEFORE FORK","Quercus alba","Quercus","alba","quercusAlba",c(583893.9873, 148471.1979)
"1060",1127,402,583905.858,148467.6109,21.336,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583905.858, 148467.6109)
"1061",1128,402,583904.9641,148464.0431,55.626,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583904.9641, 148464.0431)
"1062",1129,402,583895.9716,148468.1974,19.558,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583895.9716, 148468.1974)
"1063",1130,402,583901.3322,148461.5508,20.828,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583901.3322, 148461.5508)
"1064",1131,402,583896.0769,148466.6696,34.544,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583896.0769, 148466.6696)
"1065",1133,402,583893.8723,148460.766,16.256,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583893.8723, 148460.766)
"1066",1134,402,583890.4982,148458.7337,26.67,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583890.4982, 148458.7337)
"1067",1135,402,583890.2752,148463.9912,29.972,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583890.2752, 148463.9912)
"1068",1137,402,583886.0062,148460.8746,10.922,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583886.0062, 148460.8746)
"1069",1138,402,583884.5846,148460.4373,19.304,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583884.5846, 148460.4373)
"1070",1139,402,583887.9768,148466.3854,61.722,"QUAL",NA,"L",NA,"FORKS ABOVE 4.5 FT, DBH TAKEN BEFORE FORK","Quercus alba","Quercus","alba","quercusAlba",c(583887.9768, 148466.3854)
"1071",1140,402,583883.1633,148463.0631,33.274,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583883.1633, 148463.0631)
"1072",1141,402,583889.8894,148470.8993,16.764,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583889.8894, 148470.8993)
"1073",1142,402,583881.9657,148469.0322,11.43,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(583881.9657, 148469.0322)
"1074",1143,402,583885.9693,148473.8163,11.43,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583885.9693, 148473.8163)
"1075",1144,402,583880.5367,148479.0935,19.812,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583880.5367, 148479.0935)
"1076",1145,402,583884.9074,148478.8285,28.448,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583884.9074, 148478.8285)
"1077",1147,402,583890.4132,148478.2613,18.542,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583890.4132, 148478.2613)
"1078",1148,403,583875.9416,148448.4732,62.992,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583875.9416, 148448.4732)
"1079",1150,403,583883.5171,148450.5767,29.21,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583883.5171, 148450.5767)
"1080",1151,403,583878.1452,148445.6011,24.13,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583878.1452, 148445.6011)
"1081",1152,403,583884.5476,148447.3913,13.716,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583884.5476, 148447.3913)
"1082",1153,403,583881.8406,148445.1852,26.416,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583881.8406, 148445.1852)
"1083",1154,403,583884.0577,148444.1508,36.322,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583884.0577, 148444.1508)
"1084",1155,403,583884.3702,148442.2926,17.272,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583884.3702, 148442.2926)
"1085",1156,403,583874.5084,148442.2901,12.954,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583874.5084, 148442.2901)
"1086",1157,403,583885.164,148436.8033,15.24,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583885.164, 148436.8033)
"1087",1158,403,583881.9076,148437.4428,13.462,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583881.9076, 148437.4428)
"1088",1159,403,583884.7152,148434.9314,39.37,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583884.7152, 148434.9314)
"1089",1160,403,583875.8877,148429.7545,11.684,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(583875.8877, 148429.7545)
"1090",1161,403,583874.352,148437.7693,23.622,"ACRU",NA,"L",NA,"PART OF A TRIPLPE SPROUT THAT FORKS BELOW DBH","Acer rubrum","Acer","rubrum","acerRubrum",c(583874.352, 148437.7693)
"1091",1162,403,583873.9101,148436.9177,19.558,"ACRU",NA,"L",NA,"PART OF A TRIPLPE SPROUT THAT FORKS BELOW DBH","Acer rubrum","Acer","rubrum","acerRubrum",c(583873.9101, 148436.9177)
"1092",1163,403,583873.797,148437.2162,27.178,"ACRU",NA,"L",NA,"PART OF A TRIPLPE SPROUT THAT FORKS BELOW DBH","Acer rubrum","Acer","rubrum","acerRubrum",c(583873.797, 148437.2162)
"1093",1164,403,583873.521,148441.4457,19.812,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583873.521, 148441.4457)
"1094",1165,403,583870.4713,148431.8464,14.478,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583870.4713, 148431.8464)
"1095",1166,403,583870.7267,148437.8315,16.51,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583870.7267, 148437.8315)
"1096",1167,403,583864.5144,148430.5299,11.43,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583864.5144, 148430.5299)
"1097",1168,403,583862.012,148428.2696,21.082,"NYSY",NA,"L",NA,"BORDERLINE","Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583862.012, 148428.2696)
"1098",1169,403,583865.8361,148435.2487,24.384,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583865.8361, 148435.2487)
"1099",1170,403,583870.6548,148440.161,47.752,"QUMO",NA,"L",NA,"DOUBLE STEM","Quercus montana","Quercus","montana","quercusMontana",c(583870.6548, 148440.161)
"1100",1171,403,583870.2305,148439.9111,54.61,"QUMO",NA,"L",NA,"DOUBLE STEM","Quercus montana","Quercus","montana","quercusMontana",c(583870.2305, 148439.9111)
"1101",1172,403,583860.8821,148438.3754,34.036,"QUAL",NA,"L",NA,"DOUBLE STEM, BORDERLINE","Quercus alba","Quercus","alba","quercusAlba",c(583860.8821, 148438.3754)
"1102",1173,403,583860.8124,148438.5966,30.48,"QUAL",NA,"L",NA,"DOUBLE STEM, BORDERLINE","Quercus alba","Quercus","alba","quercusAlba",c(583860.8124, 148438.5966)
"1103",1174,403,583869.1988,148442.7085,18.796,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583869.1988, 148442.7085)
"1104",1175,403,583860.6437,148444.7526,16.002,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583860.6437, 148444.7526)
"1105",1176,403,583860.5519,148445.2387,18.796,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583860.5519, 148445.2387)
"1106",1177,403,583869.1881,148444.7858,41.402,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583869.1881, 148444.7858)
"1107",1178,403,583864.9071,148448.5135,40.894,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583864.9071, 148448.5135)
"1108",1180,403,583870.4144,148451.0173,14.224,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583870.4144, 148451.0173)
"1109",1181,404,583899.7542,148456.7042,70.358,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583899.7542, 148456.7042)
"1110",1182,404,583899.3775,148452.4867,23.876,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583899.3775, 148452.4867)
"1111",1183,404,583900.5123,148458.0045,11.684,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583900.5123, 148458.0045)
"1112",1184,404,583904.2555,148460.6081,18.796,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583904.2555, 148460.6081)
"1113",1185,404,583905.7915,148457.6341,12.7,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583905.7915, 148457.6341)
"1114",1186,404,583904.5629,148454.8661,14.478,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583904.5629, 148454.8661)
"1115",1187,404,583903.408,148452.5617,21.59,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583903.408, 148452.5617)
"1116",1188,404,583908.181,148453.2654,11.684,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583908.181, 148453.2654)
"1117",1189,404,583909.1685,148451.0476,26.67,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583909.1685, 148451.0476)
"1118",1190,404,583909.7674,148447.459,13.716,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583909.7674, 148447.459)
"1119",1191,404,583908.8889,148441.7352,23.368,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583908.8889, 148441.7352)
"1120",1193,404,583901.6409,148441.1143,18.288,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583901.6409, 148441.1143)
"1121",1194,404,583898.341,148441.2449,27.94,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583898.341, 148441.2449)
"1122",1195,404,583896.7817,148444.8247,18.288,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583896.7817, 148444.8247)
"1123",1196,404,583890.8072,148435.7496,27.94,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583890.8072, 148435.7496)
"1124",1197,404,583892.4944,148440.2534,33.02,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583892.4944, 148440.2534)
"1125",1198,404,583889.2929,148437.6511,21.59,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583889.2929, 148437.6511)
"1126",1199,404,583893.3743,148448.0422,29.21,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583893.3743, 148448.0422)
"1127",1200,404,583886.3056,148449.7563,26.67,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583886.3056, 148449.7563)
"1128",1201,404,583886.5494,148452.8563,25.908,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583886.5494, 148452.8563)
"1129",1202,404,583893.7847,148452.4508,16.764,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583893.7847, 148452.4508)
"1130",1203,404,583892.4569,148454.7126,26.67,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583892.4569, 148454.7126)
"1131",1204,405,583924.8892,148492.9671,29.21,"ACRU",NA,"L",NA,"BORDERLINE","Acer rubrum","Acer","rubrum","acerRubrum",c(583924.8892, 148492.9671)
"1132",1205,405,583922.6356,148482.5402,44.704,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583922.6356, 148482.5402)
"1133",1206,405,583924.5892,148484.6782,38.608,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583924.5892, 148484.6782)
"1134",1207,405,583920.7286,148474.4503,31.75,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583920.7286, 148474.4503)
"1135",1208,405,583921.1677,148482.5042,61.468,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583921.1677, 148482.5042)
"1136",1209,405,583929.0054,148467.3893,30.734,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583929.0054, 148467.3893)
"1137",1210,405,583913.5128,148468.1739,18.034,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583913.5128, 148468.1739)
"1138",1211,405,583913.2974,148471.2735,23.368,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583913.2974, 148471.2735)
"1139",1212,405,583913.1984,148473.9904,17.78,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583913.1984, 148473.9904)
"1140",1213,405,583907.5868,148471.9358,27.686,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583907.5868, 148471.9358)
"1141",1214,405,583905.5959,148475.7024,36.83,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583905.5959, 148475.7024)
"1142",1215,405,583906.153,148477.9306,10.668,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(583906.153, 148477.9306)
"1143",1216,405,583910.7053,148480.0752,26.162,"PIST",NA,"L",NA,NA,"Pinus strobus","Pinus","strobus","pinusStrobus",c(583910.7053, 148480.0752)
"1144",1217,405,583905.5011,148482.7573,28.194,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(583905.5011, 148482.7573)
"1145",1219,405,583908.9656,148484.0374,36.068,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583908.9656, 148484.0374)
"1146",1221,405,583909.5542,148490.5656,26.416,"QUMO",NA,"L",NA,"BORDERLINE","Quercus montana","Quercus","montana","quercusMontana",c(583909.5542, 148490.5656)
"1147",1222,405,583912.3099,148490.9795,58.166,"QURU",NA,"L",NA,"DOUBLE STEM, BORDERLINE","Quercus rubra","Quercus","rubra","quercusRubra",c(583912.3099, 148490.9795)
"1148",1223,405,583912.3571,148491.6429,64.77,"QURU",NA,"L",NA,"DOUBLE STEM, BORDERLINE","Quercus rubra","Quercus","rubra","quercusRubra",c(583912.3571, 148491.6429)
"1149",1224,405,583914.9503,148484.5399,40.386,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583914.9503, 148484.5399)
"1150",1225,405,583916.9574,148480.6963,25.654,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583916.9574, 148480.6963)
"1151",1226,405,583916.9,148491.7797,14.478,"NYSY",NA,"L",NA,"BORDERLINE","Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583916.9, 148491.7797)
"1152",1227,406,583944.2342,148487.9178,97.79,"QURU",NA,"L",NA,"FORKS ABOVE 4.5'; DBH TAKEN BELOW FORK","Quercus rubra","Quercus","rubra","quercusRubra",c(583944.2342, 148487.9178)
"1153",1228,406,583947.4654,148491.4981,26.67,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583947.4654, 148491.4981)
"1154",1229,406,583952.8475,148496.1239,10.668,"NYSY",NA,"L",NA,"BORDERLINE","Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583952.8475, 148496.1239)
"1155",1230,406,583942.19,148481.981,22.86,"QUAL",NA,"L",NA,"62 FEET; BORDERLINE TREE - ERROR?","Quercus alba","Quercus","alba","quercusAlba",c(583942.19, 148481.981)
"1156",1231,406,583954.4586,148491.226,52.578,"QURU",NA,"L",NA,"BORDERLINE","Quercus rubra","Quercus","rubra","quercusRubra",c(583954.4586, 148491.226)
"1157",1232,406,583954.8924,148481.5374,33.274,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583954.8924, 148481.5374)
"1158",1234,406,583950.5551,148478.6013,42.926,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583950.5551, 148478.6013)
"1159",1235,406,583955.6837,148472.8794,20.32,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583955.6837, 148472.8794)
"1160",1236,406,583950.3369,148473.8341,15.748,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583950.3369, 148473.8341)
"1161",1237,406,583943.2518,148477.7223,32.004,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583943.2518, 148477.7223)
"1162",1240,406,583934.9603,148476.533,46.228,"QUVE",NA,"L",NA,NA,"Quercus velutina","Quercus","velutina","quercusVelutina",c(583934.9603, 148476.533)
"1163",1241,406,583935.3944,148478.8122,15.494,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583935.3944, 148478.8122)
"1164",1242,406,583930.1504,148481.981,49.022,"QURU",NA,"L",NA,"DOUBLE STEM","Quercus rubra","Quercus","rubra","quercusRubra",c(583930.1504, 148481.981)
"1165",1243,406,583929.7922,148482.4139,61.722,"QURU",NA,"L",NA,"DOUBLE STEM","Quercus rubra","Quercus","rubra","quercusRubra",c(583929.7922, 148482.4139)
"1166",1244,406,583936.9199,148483.8992,26.67,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583936.9199, 148483.8992)
"1167",1245,406,583930.6542,148491.3225,27.686,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583930.6542, 148491.3225)
"1168",1246,406,583940.4645,148491.7665,18.796,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583940.4645, 148491.7665)
"1169",1247,407,583930.0754,148462.4291,10.414,"ACPE",NA,"L",NA,NA,"Acer pennsylvanicum","Acer","pennsylvanicum","acerPennsylv",c(583930.0754, 148462.4291)
"1170",1248,407,583934.2612,148456.6742,44.958,"QUMO",NA,"L",NA,NA,"Quercus montana","Quercus","montana","quercusMontana",c(583934.2612, 148456.6742)
"1171",1250,407,583932.675,148454.7449,36.83,"QURU",NA,"L",NA,"TRIPLE STEM","Quercus rubra","Quercus","rubra","quercusRubra",c(583932.675, 148454.7449)
"1172",1251,407,583932.7238,148454.1996,64.516,"QURU",NA,"L",NA,"TRIPLE STEM","Quercus rubra","Quercus","rubra","quercusRubra",c(583932.7238, 148454.1996)
"1173",1253,407,583925.6402,148452.7282,17.018,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583925.6402, 148452.7282)
"1174",1254,407,583933.2742,148448.2711,19.304,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583933.2742, 148448.2711)
"1175",1255,407,583929.852,148445.561,10.922,"COFL",NA,"L",NA,NA,"Cornus florida","Cornus","florida","cornusFlorida",c(583929.852, 148445.561)
"1176",1256,407,583930.4724,148442.9203,58.928,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583930.4724, 148442.9203)
"1177",1257,407,583930.3502,148441.2144,12.192,"CASP",NA,"L",NA,NA,"Carya spp.","Carya","UNKN","caryaUNKN",c(583930.3502, 148441.2144)
"1178",1258,407,583927.7092,148441.2674,16.764,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583927.7092, 148441.2674)
"1179",1259,407,583920.9407,148447.2408,60.96,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583920.9407, 148447.2408)
"1180",1260,407,583913.4627,148446.1426,38.354,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583913.4627, 148446.1426)
"1181",1261,407,583916.3776,148448.2583,32.512,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583916.3776, 148448.2583)
"1182",1262,407,583911.9858,148446.3192,17.272,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583911.9858, 148446.3192)
"1183",1263,407,583915.4943,148451.9089,55.88,"QUAL",NA,"L",NA,NA,"Quercus alba","Quercus","alba","quercusAlba",c(583915.4943, 148451.9089)
"1184",1264,407,583910.9935,148456.8238,29.972,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583910.9935, 148456.8238)
"1185",1265,407,583914.1053,148457.4549,14.732,"NYSY",NA,"L",NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","nyssaSylvatic",c(583914.1053, 148457.4549)
"1186",1266,407,583918.3234,148455.3371,20.32,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583918.3234, 148455.3371)
"1187",1267,407,583920.6627,148461.9445,89.154,"QURU",NA,"L",NA,"FORKS ABOVE 4.5 DBH; DBH TAKEN AT 4.5","Quercus rubra","Quercus","rubra","quercusRubra",c(583920.6627, 148461.9445)
"1188",1268,408,583954.0479,148466.1671,12.7,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583954.0479, 148466.1671)
"1189",1270,408,583955.8607,148462.7017,20.066,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583955.8607, 148462.7017)
"1190",1271,408,583954.0435,148452.9864,50.8,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583954.0435, 148452.9864)
"1191",1272,408,583950.1814,148453.8716,17.526,"ACRU",NA,"L",NA,NA,"Acer rubrum","Acer","rubrum","acerRubrum",c(583950.1814, 148453.8716)
"1192",1273,408,583946.5563,148456.7134,10.16,"BELE",NA,"L",NA,NA,"Betula lenta","Betula","lenta","betulaLenta",c(583946.5563, 148456.7134)
"1193",1274,408,583949.4224,148448.3193,62.992,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583949.4224, 148448.3193)
"1194",1275,408,583946.8309,148447.607,18.542,"QURU",NA,"L",NA,NA,"Quercus rubra","Quercus","rubra","quercusRubra",c(583946.8309, 148447.607)
